1학기 개강일이 언제야?	8.txt
학위논문 심사결과 보고 마감은 언제야?	9.txt
학적변동 신청 기간이 언제야?	9.txt
기말강의평가는 언제부터 시작해?	9.txt
기말고사는 언제부터야?	9.txt
성적 입력은 언제까지 가능해?	9.txt
성적 확인 및 정정은 언제까지야?	9.txt
수업일수 3/4는 언제야?	9.txt
겨울계절학기 시작일이 언제야?	9.txt
졸업예정자는 언제까지 학점 취득증명 제출해야 해?	9.txt
졸업예정자는 언제까지 학위논문 On-line 탑재해야 해?	9.txt
2026학년도 1학기 수강신청은 언제 시작해?	9.txt
졸업예정자는 언제까지 학위논문 인쇄본 제출해야 해?	9.txt
겨울계절학기 종료일은 언제야?	9.txt
수강신청 기간이 언제부터 언제까지야?	9.txt
2025학년도 2학기 수강신청은 언제까지야?	9.txt
학위논문 심사신청은 언제 하면 돼?	9.txt
수강신청 정정 기간은 언제야?	9.txt
휴학 신청하려면 언제 해야 해?	9.txt
강의평가 기간이 언제부터 언제까지야?	9.txt
중간고사는 언제 진행돼?	9.txt
기말고사 준비는 언제 시작해야 해?	9.txt
성적 입력은 언제 마감해?	9.txt
성적 확인은 언제 가능해?	9.txt
2차 휴가 일정이 궁금해. 언제야?	9.txt
졸업예정자 성적 제출 마감일은 언제야?	9.txt
학위논문 제출 기한이 언제야?	9.txt
학사과정 학점 취득 증명 제출 기한은 언제야?	9.txt
학적변동 정기변경기간은 언제야?	9.txt
대학원 논문제출자격시험 면제 신청은 언제 할 수 있어?	9.txt
학사학위논문 마이크로필름 신청은 언제 할 수 있어?	9.txt
겨울계절학기 수업 기간은 어떻게 돼?	9.txt
학위논문 인쇄본 제출 기한은 언제야?	9.txt
전자시간표는 언제 열려?	10.txt
2025학년도 수강신청은 언제 시작해?	10.txt
수강신청은 캠퍼스별로 어떻게 진행돼?	10.txt
사전 수강신청은 어떻게 진행돼?	10.txt
대학원 과정 수강신청은 언제 시작해?	10.txt
편입생 수강신청은 언제 해야 해?	10.txt
사전 수강신청 기간이 언제야?	10.txt
1학기 사전 수강신청은 언제 하는 거야?	10.txt
2학기 사전 수강신청 일정이 어떻게 돼?	10.txt
선착순 수강신청은 언제 시작해?	10.txt
3~4학기 학생들은 언제 수강신청해?	10.txt
5~6학기 학생들은 수강신청 언제 해야 해?	10.txt
7~8학기는 언제 수강신청할 수 있어?	10.txt
대학원 Inbound 수강신청 일정은?	10.txt
수강신청 시간은 몇 시부터 몇 시까지야?	10.txt
수강정원이 초과되면 어떻게 돼?	10.txt
사전 수강신청에서 정원이 초과되면 어떻게 처리돼?	10.txt
수강신청 전산 삭제는 언제 일어나?	10.txt
전자시간표는 어디서 확인해?	10.txt
수강신청은 어떤 기준으로 진행돼?	10.txt
휴학생도 수강신청할 수 있어?	10.txt
대학원과 학부 수강신청 일정이 다른 이유는 뭐야?	10.txt
등록예정학기수가 뭐야?	10.txt
사전 수강신청과 선착순 수강신청의 차이가 뭐야?	10.txt
편입학 첫 학기 수강신청 일정은?	10.txt
수강신청 전에 준비해야 할 게 뭐야?	10.txt
수강신청 시 주의해야 할 점이 있어?	10.txt
최종 수강신청은 언제 하는 거야?	10.txt
사전 수강신청 후에 해야 할 게 뭐야?	10.txt
수강신청에서 재학생 기준은 어떻게 돼?	10.txt
수강신청 진행은 어떤 방식으로 돼?	10.txt
캠퍼스별 수강신청 일정은 어디서 확인해?	10.txt
재학생 기준이 뭔지 설명해 줄래?	10.txt
수강정원 초과 시 어떤 일이 일어나?	10.txt
대학원 수강신청 일정은 학부와 어떻게 달라?	10.txt
전자시간표 오픈일은 언제야?	10.txt
편입생 수강신청 시기와 방법은?	10.txt
학사과정과 대학원 과정 수강신청 차이가 뭐야?	10.txt
사전 수강신청에서 수강 확정은 어떻게 되는 거야?	10.txt
수강신청 일정은 어디에서 볼 수 있어?	10.txt
수강신청 시간은 하루에 몇 시간 동안이야?	10.txt
수강신청 인원이 정원을 넘으면 어떻게 돼?	10.txt
전자시간표는 왜 필요한 거야?	10.txt
사전과 최종 수강신청의 차이점은 뭐야?	10.txt
방학 중 수강신청 일정은 어떻게 돼?	10.txt
대학원 Inbound 수강신청은 언제까지야?	10.txt
수강신청을 놓치면 어떻게 해야 해?	10.txt
전자시간표는 어디서 다운받을 수 있어?	10.txt
수강철회는 어떻게 신청하는 거야?	11.txt
수강신청 변경 기간에 뭐 할 수 있어?	11.txt
중일 신청은 어디서 할 수 있어?	11.txt
수강신청 불가 기간은 언제야?	11.txt
폐강 확정 날짜가 언제인지 알려줄래?	11.txt
1차 중일이 뭐야?	11.txt
2학기 수강신청 시작일이 언제야?	11.txt
수강신청은 몇 시부터 가능해?	11.txt
폐강강좌 수강신청은 언제 할 수 있어?	11.txt
수강신청 시간 제한이 있나?	11.txt
수강신청 불가 시간대는 언제야?	11.txt
GLS 책가방 메뉴는 어디서 찾아?	11.txt
선착순 수강신청은 어떻게 진행돼?	11.txt
수강신청 변경 및 확인기간에 뭐 할 수 있어?	11.txt
수강신청은 24시간 가능한 거야?	11.txt
폐강강좌는 언제 신청할 수 있어?	11.txt
수강변경 및 확인기간이 언제 시작해?	11.txt
2025학년도 1학기 수강변경 일정이 어떻게 돼?	11.txt
수강신청 대기순번은 없어졌어?	11.txt
폐강 확정은 어떤 날에 발표돼?	11.txt
2025년 2학기 수강변경 일정은 어떻게 돼?	11.txt
사전 수강신청 내역은 언제 확정돼?	11.txt
수강신청 TO는 어떻게 운영돼?	11.txt
수강철회 신청은 언제까지 할 수 있어?	11.txt
중일 신청은 수강철회랑 다른 거야?	11.txt
수강신청 불가일에 왜 신청 못 해?	11.txt
폐강 확정 후에는 어떻게 해야 해?	11.txt
수강변경 및 확인기간에 폐강강좌도 신청할 수 있어?	11.txt
1학기 수강신청 불가 날짜가 언제야?	11.txt
수강신청은 어떤 방식으로 진행돼?	11.txt
수강변경 기간 동안 모든 과목 신청 가능한가?	11.txt
폐강강좌 신청은 언제부터 가능해?	11.txt
2차 중일이 뭐야?	11.txt
수강신청할 때 대기순번 있나?	11.txt
수강신청 마감 시간이 언제야?	11.txt
사전 수강신청은 어떻게 진행돼?	11.txt
2025년 1학기 수강신청 일정 좀 알려줘.	11.txt
중일 일정은 언제 확정돼?	11.txt
수강신청 불가 기간에도 신청 가능한 방법 있어?	11.txt
수강신청은 선착순으로 해야 해?	11.txt
폐강 확정은 왜 하는 거야?	11.txt
수강변경 및 확인기간에 뭘 확인해야 해?	11.txt
수강변경은 어디서 할 수 있어?	11.txt
폐강강좌 수강신청은 다른 과목이랑 달라?	11.txt
수강신청 불가 기간 동안 뭐 해?	11.txt
폐강강좌 날짜는 어떻게 정해져?	11.txt
수강신청 시스템은 어떻게 이용해?	11.txt
2025학년도 전체 수강신청 일정이 궁금해.	11.txt
수강철회랑 수강변경은 어떻게 달라?	11.txt
학사과정은 몇 년이야?	12.txt
건축학과는 몇 년 동안 다녀야 해?	12.txt
의학과 졸업하려면 몇 년이 필요해?	12.txt
약학과는 몇 년 과정이야?	12.txt
석사과정은 몇 년이야?	12.txt
박사과정은 몇 년 걸려?	12.txt
석박사통합과정은 총 몇 년이야?	12.txt
특수대학원 석사과정은 얼마나 걸려?	12.txt
법학전문대학원은 몇 년 동안 다녀야 해?	12.txt
등록금은 언제 납부해야 해?	12.txt
등록 기간은 언제야?	12.txt
수업연한이 뭔 뜻이야?	12.txt
졸업하려면 등록금 꼭 내야 해?	12.txt
의·치의학과는 총 몇 년이야?	12.txt
2+4년제 약학과 편입생은 몇 년 다녀야 해?	12.txt
약학과는 2022학년도 이후에 바뀐 게 있어?	12.txt
학사과정은 일반적으로 몇 년이야?	12.txt
건축학과는 왜 5년이야?	12.txt
의학과 수업연한이 어떻게 돼?	12.txt
치의학과는 몇 년 과정이야?	12.txt
석사 과정은 언제 끝나?	12.txt
박사 과정 수업연한이 뭐야?	12.txt
석박사통합과정은 왜 4년이야?	12.txt
등록금은 어떻게 납부해?	12.txt
등록 안 하면 어떻게 돼?	12.txt
수업연한 다니면 무조건 졸업이야?	12.txt
특수대학원 석사과정은 뭔가 달라?	12.txt
법학전문대학원은 특별해?	12.txt
등록금 납부 기간이 언제야?	12.txt
수업연한 지나면 어떻게 돼?	12.txt
졸업하려면 몇 년 다녀야 해?	12.txt
학사과정 수업연한은 몇 년이야?	12.txt
건축학과는 왜 더 길어?	12.txt
의학과랑 치의학과는 왜 다르게 나뉘어?	12.txt
약학과는 어떻게 달라졌어?	12.txt
석사랑 박사 과정은 각각 몇 년이야?	12.txt
석박사통합과정이 뭐야?	12.txt
특수대학원 과정은 일반 과정이랑 뭐가 달라?	12.txt
법학전문대학원 수업연한은?	12.txt
등록금 언제까지 내야 해?	12.txt
의·치의학과는 왜 6년이야?	12.txt
약학과 편입생은 몇 년 다녀야 해?	12.txt
학사과정 수업연한은 왜 4년이야?	12.txt
의학과는 왜 2년씩 나뉘어 있어?	12.txt
치의학과는 왜 4년이야?	12.txt
석사과정 왜 2년이야?	12.txt
박사과정 왜 2년이야?	12.txt
석박사통합과정은 왜 4년이야?	12.txt
특수대학원 석사과정 왜 2년 6개월이야?	12.txt
법학전문대학원 왜 3년이야?	12.txt
정규 등록 학기는 몇 학기야?	13.txt
학사 과정에서 초과 등록은 몇 학기까지 가능해?	13.txt
석사 과정은 정규 등록이 몇 학기 필요해?	13.txt
박사 과정 초과 등록은 어떻게 되는 거야?	13.txt
석박사 통합과정은 몇 학기부터 조기 졸업이 가능해?	13.txt
등록금 고지서는 어디서 확인할 수 있어?	13.txt
등록금 납부는 어떤 방법으로 할 수 있어?	13.txt
복학생은 등록금을 언제 납부해야 해?	13.txt
석박사 통합과정의 초과 등록은 몇 학기야?	13.txt
연구등록생 제도에 대해 설명해 줄래?	13.txt
학사 서비스(GLS) 이용 방법 좀 알려줘.	13.txt
등록금 납부 안 하면 어떻게 되는 거야?	13.txt
수료 후 등록 연구생은 몇 회까지 가능해?	13.txt
조기 졸업 가능한 석박사 통합과정 학기 수는?	13.txt
복학 신청은 어디서 해?	13.txt
초과 등록 시 등록금은 어떻게 돼?	13.txt
정규 등록과 초과 등록의 차이점이 뭐야?	13.txt
등록금 납부 기간은 언제야?	13.txt
석박사 통합과정에서 조기 졸업할 수 있는 최소 학기는?	13.txt
석사와 박사는 정규 등록이 몇 학기야?	13.txt
등록금 납부는 가상계좌로도 가능한가?	13.txt
복학 신청을 한 후에는 어떤 절차를 밟아야 해?	13.txt
정규 등록 학기를 다 채우면 초과 등록은 어떻게 진행돼?	13.txt
연구등록생 등록은 언제 할 수 있어?	13.txt
등록금을 납부하면 학교에 다니는 걸로 인정되는 거야?	13.txt
비고란에 있는 '수료후 등록연구생'이 뭔지 설명해줘.	13.txt
박사 과정 수료 후 연구생 등록은 몇 회까지 가능해?	13.txt
복학생의 등록금 납부 절차는 어떻게 돼?	13.txt
조기 졸업을 하려면 어떤 조건이 필요해?	13.txt
석박사 통합과정의 정규 등록은 최대 몇 학기야?	13.txt
등록금을 납부하지 않으면 어떤 불이익이 있어?	13.txt
석사 과정 초과 등록은 몇 학기까지 허용돼?	13.txt
학교에 다니기 위해서는 어떤 등록 절차가 필요한가?	13.txt
복학생도 등록금 고지서를 받아야 해?	13.txt
석박사 통합과정의 정규 등록 학기는 몇 학기야?	13.txt
연구등록생 제도는 왜 필요한 거야?	13.txt
정규 등록과 조기 졸업의 관계가 어떻게 돼?	13.txt
초과 등록할 때 추가로 드는 비용이 있어?	13.txt
복학 신청 후 바로 등록금 납부해야 해?	13.txt
학사 과정에서 정규 등록은 몇 학기까지야?	13.txt
석박사 통합과정은 어떻게 운영돼?	13.txt
등록금 고지서는 언제 발급돼?	13.txt
학사 서비스(GLS)는 어디서 이용할 수 있어?	13.txt
석박사 통합과정에서 6학기 조기 졸업은 어떻게 가능해?	13.txt
수료 후 연구등록생은 등록 시 어떤 혜택이 있어?	13.txt
정규 등록을 마치면 초과 등록은 자동으로 되는 거야?	13.txt
등록금 납부 후에는 어떤 확인 절차가 필요해?	13.txt
복학생 등록금 납부 기한은 언제까지야?	13.txt
정규 등록 후 초과 등록 시 추가 학점 신청할 수 있어?	13.txt
1학기 등록금 납부기간이 언제야?	14.txt
2학기 추가 등록 기간은 언제야?	14.txt
초과등록자는 등록금을 언제 납부해?	14.txt
등록금 납부 고지서는 어디서 확인해?	14.txt
등록금고지서 출력은 어떻게 해?	14.txt
등록금 납부 방법 좀 알려줘.	14.txt
가상계좌로 어떻게 등록금을 납부해?	14.txt
은행에 갈 때 등록금 고지서를 꼭 가져가야 해?	14.txt
신용카드로 등록금 결제 가능한 카드사가 뭐야?	14.txt
우리은행 홈페이지에서 등록금은 어떻게 내?	14.txt
전액장학생 등록 절차는 어떻게 돼?	14.txt
전액장학생도 등록 절차를 꼭 해야 해?	14.txt
분납 신청은 어디서 해?	14.txt
등록금 분납은 몇 번까지 가능해?	14.txt
2회 분납이면 납부기간이 언제야?	14.txt
4회 분납이면 첫 번째 납부기간이 언제야?	14.txt
등록금 분납 신청은 어디서 하는 거야?	14.txt
분납할 때 매번 얼마씩 내야 해?	14.txt
등록금 납부 안 하면 어떻게 돼?	14.txt
이미 낸 등록금 환불 가능해?	14.txt
세부 등록금 납부 사항은 어디서 확인해?	14.txt
등록금 고지서 우편으로 받을 수 있어?	14.txt
우리카드는 어디서 납부 가능해?	14.txt
등록금 납부시간은 몇 시부터 몇 시까지야?	14.txt
등록금 납부 관련 공지는 어디서 확인해?	14.txt
학사서비스(GLS)에서 뭐 할 수 있어?	14.txt
추가 등록 기간 놓치면 어떻게 돼?	14.txt
등록금 납부할 때 필요한 서류가 뭐야?	14.txt
등록금 분납 신청 기간은 언제야?	14.txt
분납으로 등록금 납부할 때 주의할 점이 뭐야?	14.txt
우리은행 가상계좌는 어떻게 확인해?	14.txt
분할 납부 선택하면 매번 얼마씩 내야 해?	14.txt
등록금 납부 후 확인은 어떻게 해?	14.txt
전액장학생도 학사서비스(GLS) 이용해야 해?	14.txt
등록금 납부 후에 수강신청 변경 가능해?	14.txt
등록금 납부 기간 놓치면 어떻게 돼?	14.txt
등록금 납부 관련 문의는 어디로 해야 해?	14.txt
등록금 납부할 때 주의사항이 뭐야?	14.txt
등록금 납부 마감일이 언제야?	14.txt
1학기 추가 납부 기간은 언제야?	14.txt
우리은행 가상계좌는 어디서 확인해?	14.txt
등록금 납부 후 영수증은 어떻게 받아?	14.txt
분납 신청하면 취소할 수 있어?	14.txt
다른 은행에서도 등록금 납부 가능해?	14.txt
등록금 납부 완료 후 확인 방법은?	14.txt
우리카드로 등록금 결제 가능한 장소는?	14.txt
1학기 등록금 납부 기간이 언제 시작해?	14.txt
우리은행 전자금융서비스로 납부할 때 필요한 정보는?	14.txt
등록금 납부 관련 공지사항은 어디서 확인해?	14.txt
학자금 대출 신청은 어디서 해?	15.txt
어떤 경우에 학자금 대출을 받을 수 없어?	15.txt
학자금 대출에 대해 궁금한 점이 있으면 어디로 연락해?	15.txt
초과등록이 필요한 경우는 언제야?	15.txt
초과등록자의 등록금고지서는 어디서 확인해?	15.txt
등록금고지서를 확인할 수 있는 시스템 이름이 뭐야?	15.txt
수강신청 학점에 따른 등록금은 어떻게 달라져?	15.txt
학사과정에서 0~3학점 신청하면 등록금은 얼마야?	15.txt
9학기부터 초과등록 적용되는 학위 과정은 뭐야?	15.txt
건축학사는 몇 학기부터 초과등록이 적용돼?	15.txt
4~6학점 수강신청 시 등록금은 얼마야?	15.txt
7~9학점 신청하면 등록금은 얼마야?	15.txt
대학원 과정에서 1~3학점 신청 시 등록금은 얼마나 내야 해?	15.txt
대학원 과정에서 등록금 전액을 내야 하는 경우는 언제야?	15.txt
전문대학원 과정에서 4학점 이상 신청하면 등록금은 어떻게 돼?	15.txt
GSB과정은 등록금 기준이 어떻게 달라?	15.txt
수강신청 변경 기간은 언제야?	15.txt
등록금 납부 기간은 언제야?	15.txt
초과등록자는 어떤 절차로 등록금을 납부해?	15.txt
대학원 과정에서 4~6학점 수강신청 시 등록금은 얼마야?	15.txt
전문대학원 과정에서 등록금 기준이 적용되는 학기는 언제부터야?	15.txt
법학전문대학원 학생은 몇 학기부터 초과등록 기준이 적용돼?	15.txt
경영전문대학원 학생은 몇 학기부터 초과등록 기준이 적용돼?	15.txt
기술경영전문대학원 학생은 몇 학기부터 초과등록 기준이 적용돼?	15.txt
등록금고지서는 수강신청 후 언제 확인할 수 있어?	15.txt
초과등록자 등록금액 기준은 어디서 볼 수 있어?	15.txt
학자금대출 신청 사이트는 뭐야?	15.txt
등록금 납부를 마친 학생은 대출 신청이 가능해?	15.txt
분할납부 신청자는 학자금 대출이 가능해?	15.txt
학생지원팀 전화번호가 뭐야?	15.txt
초과등록 시 등록금고지서 출력은 어디서 해?	15.txt
수강신청 학점에 따라 등록금이 달라지는 이유가 뭐야?	15.txt
대학원 과정의 등록금 전액 기준은 몇 학점부터야?	15.txt
1~3학점 신청 시 등록금의 일부만 내는 과정은 어떤 과정이야?	15.txt
초과등록자 등록금 납부는 언제 하면 돼?	15.txt
초과등록자의 등록금은 어떻게 책정돼?	15.txt
수강신청 변경·확인 기간에 무엇을 해야 해?	15.txt
생각보다 수강신청 학점이 적다면 등록금은 어떻게 돼?	15.txt
수강신청 학점에 따라 등록금이 얼마나 차이나?	15.txt
초과등록은 어떤 경우에 해당해?	15.txt
등록금고지서는 수강신청 후 어디서 출력해?	15.txt
초과등록자 등록금액 기준이 어디에 나와 있어?	15.txt
9학기 초과등록 적용 과정은 어디에 해당해?	15.txt
학생지원팀에 문의할 때 필요한 정보는 뭐야?	15.txt
학자금 대출 신청은 언제 하는 게 좋아?	15.txt
수강신청 학점을 변경해야 하는 이유는?	15.txt
등록금고지서에는 어떤 정보가 포함돼?	15.txt
초과등록 시 수강신청을 어떻게 해야 해?	15.txt
등록금 납부 전 확인해야 할 사항은 뭐야?	15.txt
연구등록금은 언제 납부해야 해?	16.txt
연구등록금 납부 안 하면 어떻게 돼?	16.txt
학위논문제출자격시험 신청은 언제 할 수 있어?	16.txt
연구등록금을 분할 납부할 수 있어?	16.txt
학위논문 심사료는 연구등록금이랑 별도로 내야 해?	16.txt
연구등록금 내고 나면 수강신청 할 수 있어?	16.txt
연구등록금 면제 받을 수 있는 경우가 있어?	16.txt
GLS에서 연구등록비 납부를 어떻게 확인해?	16.txt
연구등록금은 장학금 대상이 아니야?	16.txt
학위취득을 위한 등록금은 언제 내야 해?	16.txt
연구등록금 내야 하는 학생은 누구야?	16.txt
수료 후 학위취득까지 몇 학기 동안 연구등록해야 해?	16.txt
연구등록기간 동안 몇 과목 수강할 수 있어?	16.txt
연구등록금은 학자금 대출이 안 돼?	16.txt
연구등록금 내고 나서 수강신청 가능한 과목은 뭐야?	16.txt
유예 학위논문 심사 신청 전에 연구등록금 내야 해?	16.txt
연구등록금 미납하면 학위논문 심사 신청 못 해?	16.txt
연구등록할 때 필요한 서류가 뭐야?	16.txt
등록기간은 언제야?	16.txt
연구등록금은 어디서 납부해?	16.txt
연구등록금 납부 후 어디서 확인해?	16.txt
연구등록금은 정규학기 등록금이랑 다른 거야?	16.txt
연구등록금 납부해야 학위논문제출 가능해?	16.txt
연구등록금은 한 번에 내야 해?	16.txt
연구등록금 내야 학위논문 심사 신청할 수 있어?	16.txt
연구등록 중에 학점 취득할 수 있어?	16.txt
연구등록금 납부기간은 언제야?	16.txt
연구등록금을 학기당 몇 번 내야 해?	16.txt
연구등록금 내면 학적 상태는 어떻게 돼?	16.txt
연구등록은 어디서 진행해?	16.txt
연구등록금 안 내면 학위 못 받아?	16.txt
연구등록금 면제 조건이 뭐야?	16.txt
연구등록금 납부 방법은 어떻게 돼?	16.txt
연구등록금은 왜 내야 해?	16.txt
연구등록금 납부 후 학위취득 등록금은 또 내야 해?	16.txt
연구등록금 미납하면 어떤 불이익이 있어?	16.txt
연구등록금 납부는 언제부터 시작해?	16.txt
연구등록금 납부 후에 뭘 할 수 있어?	16.txt
연구등록금 납부 확인은 어떻게 해?	16.txt
연구등록금 납부 안 하면 학위논문제출자격시험 못 봐?	16.txt
연구등록금 내면 학위취득 기간이 연장돼?	16.txt
연구등록금 납부 후 수강 가능한 과목 수는?	16.txt
연구등록금 납부는 어디서 해야 해?	16.txt
수료생 연구등록금 납부 시기 좀 알려줘.	16.txt
연구등록금 관련 정보는 어디서 확인해?	16.txt
연구등록금 납부 후 등록상태는 어디서 조회해?	16.txt
연구등록금 납부 끝내면 뭐 해야 해?	16.txt
연구등록금 납부 안 하면 수업 못 들어?	16.txt
연구등록금 납부 후 학사이수 절차는 어떻게 돼?	16.txt
일반휴학 신청은 언제 할 수 있어?	17.txt
등록 후에 일반휴학 신청 가능한 기간이 어때?	17.txt
휴학 신청 시 등록금은 어떻게 돼?	17.txt
학기 중에 휴학하려면 남은 등록금은 어떻게 해야 해?	17.txt
등록 전 일반휴학은 어떻게 신청해?	17.txt
입학생 첫 학기에는 휴학이 가능한가?	17.txt
일반휴학 가능한 최대 학기는 몇 학기야?	17.txt
등록금 환불은 언제까지 받을 수 있어?	17.txt
학기 시작하고 60일 후에 휴학하면 등록금 얼마 돌려받아?	17.txt
특별휴학은 일반휴학이랑 뭐가 달라?	17.txt
휴학 중에 수료할 수 있어?	17.txt
복학하려면 어디서 신청해야 해?	17.txt
일반휴학 신청 시 학사서비스(GLS) 외에 다른 방법 있어?	17.txt
등록 후 일반휴학 신청 시 필요한 서류는 뭐야?	17.txt
일반휴학 신청 기간이 언제야?	17.txt
학기 시작 후 30일 이내에 휴학하면 등록금은 어떻게 돼?	17.txt
학사일정에서 휴학신청 기간은 언제야?	17.txt
신입생 첫 학기에 일반휴학 가능한 조건이 뭐야?	17.txt
등록금 환불 기준은 어떻게 돼?	17.txt
휴학은 꼭 학사서비스(GLS)로만 신청해야 해?	17.txt
학기 시작하고 90일 지나면 등록금 환불 돼?	17.txt
휴학생은 졸업할 수 있어?	17.txt
휴학 신청할 때 필요한 절차가 뭐야?	17.txt
일반휴학 신청할 때 학사서비스(GLS) 어떻게 사용해?	17.txt
휴학 중에 장학금은 어떻게 되는 거야?	17.txt
학사과정 일반휴학 최대 몇 학기까지 가능해?	17.txt
약학대학 편입생은 일반휴학 몇 학기까지 할 수 있어?	17.txt
학생이 휴학 신청하고 싶을 때 어떻게 해야 해?	17.txt
등록 전 일반휴학과 등록 후 일반휴학의 차이점은 뭐야?	17.txt
휴학 신청을 몇 번까지 할 수 있어?	17.txt
등록금 환불받으려면 어떻게 해야 해?	17.txt
일반휴학과 특별휴학의 차이가 뭐야?	17.txt
휴학 중 학업은 어떻게 되는 거야?	17.txt
휴학 기간은 최대 몇 학기까지 할 수 있어?	17.txt
일반휴학은 언제부터 언제까지 가능해?	17.txt
등록 전 일반휴학 신청 시 주의할 점이 뭐야?	17.txt
등록 후 일반휴학 신청은 언제까지 할 수 있어?	17.txt
학기 시작하고 30일 지나기 전에 휴학하면 환불 어떻게 돼?	17.txt
복학 신청할 때 필요한 절차가 뭐야?	17.txt
휴학 신청 시 반환금 기준은 어떻게 돼?	17.txt
등록금 반환 절차는 어떻게 진행돼?	17.txt
일반휴학 가능한 최대 기간은 몇 년이야?	17.txt
등록 후 일반휴학은 언제부터 가능한가?	17.txt
휴학 중에 학교 다닐 수 있어?	17.txt
휴학 신청 시 주의해야 할 점은 뭐야?	17.txt
일반휴학 신청 시기와 방법에 대해 알려줘.	17.txt
휴학 신청하고 싶을 때 어디서 해야 해?	17.txt
등록 후 일반휴학 시 등록금 반환 기준은?	17.txt
임신출산육아휴학은 어떻게 신청해?	18.txt
창업휴학 신청은 어디서 할 수 있어?	18.txt
임신출산육아휴학 시 필요한 서류가 뭐야?	18.txt
창업휴학하려면 어떤 서류가 필요해?	18.txt
창업휴학은 몇 학기까지 가능해?	18.txt
임신출산육아휴학은 총 몇 학기까지 할 수 있어?	18.txt
육아로 휴학할 때 자녀 연령 제한이 있어?	18.txt
임신출산육아휴학 신청은 어디서 해?	18.txt
창업휴학 신청 절차가 어떻게 돼?	18.txt
임신 중인 경우 휴학 신청은 어떻게 해?	18.txt
창업휴학은 대학원생도 가능한가?	18.txt
임신출산육아휴학 학기 수는 일반휴학에 포함돼?	18.txt
창업휴학 신청할 때 어떤 추천서가 필요해?	18.txt
휴학 중 제적되면 휴학 기간은 어떻게 돼?	18.txt
